GROUP,snapdate,인당 프로젝트수,인당 상시잔여이슈,이슈 처리일,Commit당 이슈발생,인당 이슈Inflow(발생),인당 이슈Outflow(해결),인당 코드 변경량,인당 개발산출물Outflow(해결),인당 Commit코드 변경량,인당 개발산출물 Burndown,개발산출물 처리율 (Outflow/Inflow),인당 개발산출물 상시잔여수,인당 개발산출물Inflow(발생),인당 이슈 Burndown,이슈 처리율(Outflow/Inflow),이슈 최초대응일,개발산출물 최초대응일,개발산출물 처리일,인당 개발산출물+Review Outflow,인당 Review수,인당 Reject수,Reject/Review율[리뷰관점],Commit당 Rejected수(AI+Reviewer)[리뷰관점],인당 Rejected수(AI+Reviewer)[리뷰관점],인당 Rejected(AI+RV)/Commit율[리뷰관점],활성개발자수,이슈 활성개발자수,Code 활성개발자수,산출물 활성개발자수,이슈Inflow(발생),이슈Outflow(해결),Code Review수,Code Reject수,완료이슈 Reopen율,진성완료이슈 Reopen율,잔여이슈 Reopen율[내부],ShiftLeft Reopen율[내부],진성ShiftLeft Reopen율[내부],누적전체이슈 Reopen율[내부],누적진성전체이슈 Reopen율[내부],누적전체이슈 대비 잔여이슈Reopen율[내부],누적진성전체이슈 대비 잔여이슈Reopen율[내부],이슈 쏠림[내부],인라인 리뷰 코드수정비율[내부],인라인 개발자리뷰 코드수정비율[내부],인라인 정적분석 코드수정비율[내부],커밋당 인라인 리뷰 코드수정횟수[내부],커밋당 인라인 AI리뷰 코드수정횟수[내부],커밋당 인라인 개발자리뷰 코드수정횟수[내부],인라인 개발자+AI리뷰 코드수정비율[내부],커밋당 인라인 개발자+AI리뷰 코드수정횟수[내부],인라인 개발자+AI리뷰 코드수정or응답 비율[내부],커밋당 인라인 개발자+AI리뷰 코드수정or응답 횟수[내부],인라인 개발자리뷰 코드수정or응답 비율[내부],커밋당 인라인 개발자리뷰 코드수정or응답 횟수[내부],커밋당 인라인 AI리뷰 코드수정or응답 횟수[내부],평균 잔여이슈Age[내부],Commit 활성개발자수[내부],Review 활성개발자수[내부],코드 변경량(TOTAL LOC),이슈결함밀도(이슈Inflow/변경kLOC),Commit당 코드 변경량(LOC) [내부],코드 삽입율(Insert LOC/Total LOC) [내부],코드 삭제율(Delete LOC/Total LOC) [내부],코드 수정 밀도 (Total LOC / 개발산출물 Outflow) [내부],개발산출물 밀도 (개발산출물 Outflow/Total LOC*1000) [내부],개발산출물 Inflow [내부],개발산출물 Outflow [내부],이슈결함밀도2(이슈Inflow/변경kLOC)[내부],누적완료이슈 Reopen율[내부],누적진성완료이슈 Reopen율[내부],진성이슈Inflow(발생)[내부],진성이슈결함밀도(이슈Inflow/변경kLOC)[내부],인라인 AI리뷰 코드수정비율[내부],인라인 AI리뷰 코드수정or응답 비율[내부]
"Phone Projection Unit","2026-01-19","1","3.013","4.175","0.972","2.188","3.077","195.778","1","50.818","7","6.667","8.036","15","-0.263","114.286","0.236","null","8","4.393","4.357","0.071","1.639","0.583","0.75","143.836","37","29","32","33","35","40","122","2","20","25","0","17.647","20","16.835","18.705","0.302","0.54","81","10.714","12.5","0","0.225","0.2","0.025","11.25","0.225","97.5","1.95","75","0.15","1.8","14.746","19","27","1762","18.729","55.06","83.83","16.17","1762","0.57","15","1","18.154","17.391","19.921","15","8.797","11.111","100"
"Phone Projection Unit","2026-01-26","1","2.737","5.64","0.674","2.214","1.786","240.917","1","72.737","-1","Infinity","9.286","null","0.333","80.645","0.309","null","5","6.031","6","0","0","0.739","1.063","70.833","38","31","34","34","31","25","192","0","32","35.714","0","25","28.571","17.255","19.056","0.196","0.35","82","7.805","80","0","0.372","0.279","0.093","8.04","0.372","15.578","0.721","100","0.116","0.605","13.558","19","31","2891","13.836","85.03","69.08","30.92","2891","0.35","0","1","13.325","17.92","20.459","16","6.226","6.186","13.402"
"Phone Projection Unit","2026-02-02","1","3.158","4.22","1.885","2.579","2.733","109.154","2.333","70.269","-2.333","Infinity","8.612","null","0.381","83.673","0.531","null","25.286","3.567","3.333","0.1","3","0.346","0.3","33.095","40","34","37","37","49","41","100","3","7.317","0","0","6.667","10.526","16.777","18.367","0.094","0.17","79","17.906","44.186","11.207","2.031","1.031","0.594","21.053","1.625","85.02","6.563","97.674","1.313","5.25","11.878","21","33","1419","36.998","64.5","87.39","12.61","202.71","4.93","0","7","22.738","17.525","19.926","20","15.152","16.176","82.353"
"Phone Projection Unit","2026-02-09","1","4.418","4.369","1.333","3.733","3.611","198.722","1","85.596","-1","Infinity","7.393","null","-0.45","116.071","0.411","null","51.333","4.722","4.771","0.229","4.79","0.619","0.743","64.815","41","34","38","38","56","65","167","8","13.846","20","0","19.403","25","17.337","20.065","0.983","1.794","81","24.138","31.111","33.333","0.651","0.302","0.326","23.894","0.628","73.451","1.93","71.111","0.744","1.186","13.7","22","34","3577","14.677","102.2","71.71","28.29","1192.33","0.84","0","3","22.418","17.199","20.072","23","5.451","19.118","75"
"Phone Projection Unit","2026-02-16","1","2.766","3.255","1.75","2.882","2.895","179.083","2","91.061","-2","Infinity","7.375","null","-0.3","112.245","0.185","null","8","4.25","4.188","0.313","7.463","0.786","0.688","95.788","40","33","38","38","49","55","134","10","21.818","33.333","0","19.149","28","16.894","19.38","0.427","0.775","76","55.172","75","null","1.231","0.077","1.154","55.172","1.231","96.552","2.154","100","1.538","0.615","14.33","21","34","2149","16.054","97.68","72.36","27.64","1074.5","0.93","0","2","17.115","17.419","20.654","16","5.119","11.111","88.889"
"Phone Projection Unit","2026-02-23","1","3.354","13.588","1.667","1.818","1.889","94.625","2","85.125","-2","Infinity","8.102","null","0.231","85","0","null","66","1.688","1.625","0.125","7.692","1","0.375","122.222","40","33","38","38","20","17","52","4","17.647","16.667","0","7.143","9.091","16.946","19.306","0.503","0.905","70","29.167","35.897","null","7","0","7","29.167","7","97.917","23.5","100","19.5","4","15.586","21","34","757","50.859","75.7","70.01","29.99","378.5","2.64","0","2","13.765","17.484","20.608","6","13.21","0","88.889"
"Phone Projection Unit","2026-03-02","1","3.33","5.213","1.018","2.85","3.81","294.5","null","75.543","null","null","6.61","null","-0.958","140.351","0.165","null","null","5.486","5.486","0.27","4.926","1.393","2.108","199.408","40","34","37","37","57","80","203","10","18.75","24.444","null","7.143","0","17.437","19.546","0.462","0.756","76","50","71.429","null","0.833","0","0.833","50","0.833","70","1.167","100","1.167","0","12.784","20","34","3534","null","88.35","73.46","26.54","0","0","0","0","26.567","17.615","19.977","14","null","0","0"
"SW PL Unit","2025-03-03","null","null","null","null","null","null","null","null","null","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null"
"SW PL Unit","2025-03-10","null","null","null","null","null","null","null","null","null","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null"
"SW PL Unit","2025-03-17","null","null","null","null","null","null","null","null","null","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null"
"SW PL Unit","2025-03-24","null","null","null","null","null","null","null","null","null","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null"
"SW PL Unit","2025-03-31","null","null","null","null","null","null","null","null","null","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null"
"SW PL Unit","2025-04-07","null","null","null","null","null","null","null","null","null","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null"
"SW PL Unit","2025-04-14","null","null","null","null","null","null","null","null","null","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null"
"SW PL Unit","2025-04-21","null","null","null","null","null","null","null","null","null","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null"
"SW PL Unit","2025-04-28","null","null","null","null","null","null","null","null","null","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null"
"SW PL Unit","2025-05-05","null","null","null","null","null","null","null","null","null","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null"
"SW PL Unit","2025-05-12","null","null","null","null","null","null","null","null","null","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null"
"SW PL Unit","2025-05-19","null","null","null","null","null","null","null","null","null","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null"
"SW PL Unit","2025-05-26","null","null","null","null","null","null","null","null","null","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null"
"SW PL Unit","2025-09-01","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","1","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"SW PL Unit","2025-09-08","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","1","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"SW PL Unit","2025-09-15","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","1","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"SW PL Unit","2025-09-22","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","1","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"SW PL Unit","2025-09-29","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","1","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"SW PL Unit","2025-10-06","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","1","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"Cyber Security Engineering Unit","2025-03-03","1","1","null","0","null","null","244","1","122","-1","Infinity","28.111","null","null","null","null","null","55","1.167","1.2","0.2","16.667","0.5","0.2","50","16","4","15","15","0","0","6","1","null","null","0","null","null","null","null","null","null","null","50","50","null","1","0","1","50","1","75","1.5","75","1.5","0","null","9","13","244","0","122","57.38","42.62","244","4.1","0","1","0","null","null","0","0","null","null"
"Cyber Security Engineering Unit","2025-03-10","1","1","null","0","null","null","36","null","12","null","null","28","null","null","null","null","null","null","1.2","1.2","0","0","0","0","0","18","4","17","17","0","0","6","0","null","null","0","null","null","null","null","null","null","null","null","null","null","0","0","0","null","0","null","0","null","0","0","null","9","15","36","0","12","77.78","22.22","0","0","0","0","0","null","null","0","0","null","null"
"Cyber Security Engineering Unit","2025-03-17","1","1","null","0","null","null","6","null","6","null","null","28","null","null","null","null","0","null","0.667","0.667","0","0","0","0","0","16","2","14","16","0","0","4","0","null","null","0","null","null","null","null","null","null","null","null","null","null","0","0","0","null","0","null","0","null","0","0","null","7","12","6","0","6","100","0","0","0","0","0","0","null","null","0","0","null","null"
"Cyber Security Engineering Unit","2025-03-24","1","1","null","0","null","null","32.5","null","11.5","null","null","28","null","null","null","null","null","null","1.375","1.375","0","0","0.143","0.125","11.111","15","2","13","15","0","0","11","0","null","null","0","null","null","null","null","null","null","null","0","null","null","0","0","0","0","0","50","0.286","null","0","0.286","null","5","12","65","0","16.25","56.92","43.08","0","0","0","0","0","null","null","0","0","0","50"
"Cyber Security Engineering Unit","2025-03-31","1","1","null","null","null","null","null","null","null","1","0","25.443","1","null","null","null","null","null","1","1","0","0","null","0","null","15","1","13","15","0","0","2","0","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","3","11","0","null","0","0","0","0","0","1","0","0","null","null","0","null","null","null"
"Cyber Security Engineering Unit","2025-04-07","1","1","null","0","null","null","135","null","67.5","null","null","23.455","null","null","null","null","null","null","1","1","0","0","1","0.5","100","18","1","10","18","0","0","4","0","null","null","0","null","null","null","null","null","null","null","16.667","null","20","1","0.5","0","14.286","0.5","28.571","1","null","0","1","null","2","9","135","0","67.5","81.48","18.52","0","0","0","0","0","null","null","0","0","14.286","28.571"
"Cyber Security Engineering Unit","2025-04-14","1","1","null","0","null","null","37","null","37","null","null","23.455","null","null","null","5.2","null","null","0.667","0.667","0","0","2","0.667","200","16","2","8","16","0","0","2","0","null","null","0","null","null","null","null","null","null","100","50","100","null","2","1","1","50","2","100","4","100","1","3","null","2","7","37","0","37","100","0","0","0","0","0","0","null","null","0","0","33.333","100"
"Cyber Security Engineering Unit","2025-04-21","1","1","null","0","null","null","45","null","45","null","null","23.455","null","null","null","null","null","null","0.8","0.8","0","0","3","1.2","300","16","2","9","16","0","0","4","0","null","null","0","null","null","null","null","null","null","100","50","null","null","3","3","0","50","3","66.667","4","null","0","4","null","3","7","45","0","45","64.44","35.56","0","0","0","0","0","null","null","0","0","50","66.667"
"Cyber Security Engineering Unit","2025-04-28","1","1","null","0","null","null","1.5","null","1","null","null","23.455","null","null","null","null","null","null","1.222","1.222","0","0","0.5","0.222","66.667","16","1","8","16","0","0","11","0","null","null","0","null","null","null","null","null","null","100","4.49","null","100","2.75","2.5","0","4.098","2.5","51.23","31.25","null","0","31.25","null","3","7","3","0","1","100","0","0","0","0","0","0","null","null","0","0","4.098","51.23"
"Cyber Security Engineering Unit","2025-05-05","1","1","null","0","null","null","15","null","14.5","null","null","23.455","null","null","null","null","null","null","1","1","0","0","0","0","0","16","1","9","16","0","0","5","0","null","null","0","null","null","null","null","null","null","100","null","null","null","0","0","0","null","0","null","0","null","0","0","null","4","8","30","0","10","83.33","16.67","0","0","0","0","0","null","null","0","0","null","null"
"Cyber Security Engineering Unit","2025-05-12","1","1","null","0","null","null","6","null","6","null","null","23.455","null","null","null","null","null","null","0.857","0.857","0","0","0.5","0.143","50","16","1","12","16","0","0","6","0","null","null","0","null","null","null","null","null","null","100","null","null","null","0","0","0","null","0","null","0","null","0","0","null","5","10","6","0","6","66.67","33.33","0","0","0","0","0","null","null","0","0","null","null"
"Cyber Security Engineering Unit","2025-05-19","1","1","null","0","null","null","21","null","21","null","null","23.455","null","null","null","0","null","null","1.5","1.5","0","0","0","0","0","15","1","12","15","0","0","6","0","null","null","0","null","null","null","null","null","null","100","null","null","null","0","0","0","null","0","null","0","null","0","0","null","5","10","21","0","21","66.67","33.33","0","0","0","0","0","null","null","0","0","null","null"
"Cyber Security Engineering Unit","2025-05-26","1","1","null","0","null","null","10","null","10","null","null","22.558","null","null","null","null","null","null","0.667","0.667","0","0","0","0","0","17","1","13","17","0","0","2","0","null","null","0","null","null","null","null","null","null","100","null","null","null","0","0","0","null","0","null","0","null","0","0","null","5","11","10","0","10","100","0","0","0","0","0","0","null","null","0","0","null","null"
"Cyber Security Engineering Unit","2025-06-02","1","null","null","0","null","null","6","null","6","null","null","24.222","null","null","null","null","null","null","0.667","0.667","0","0","0","0","0","16","1","13","16","null","null","2","0","null","null","null","null","null","null","null","null","null","null","0","0","null","0","0","0","0","0","0","0","0","0","0","null","4","11","6","0","6","100","0","0","0","0","0","0","null","null","null","0","null","null"
"Cyber Security Engineering Unit","2025-06-09","1","null","null","null","null","null","null","null","null","null","null","24.222","null","null","null","null","null","null","null","null","null","null","null","null","null","16","1","12","16","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","10","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null"
"Cyber Security Engineering Unit","2025-06-16","1","null","null","0","null","null","19.5","null","14.5","null","null","24.222","null","null","null","null","null","null","0.75","0.75","0","0","0","0","0","15","1","8","15","null","null","3","0","null","null","null","null","null","null","null","null","null","null","null","null","null","0","0","0","null","0","null","0","null","0","0","null","3","7","39","0","13","66.67","33.33","0","0","0","0","0","null","null","null","0","null","null"
"Cyber Security Engineering Unit","2025-06-23","1","null","null","0","null","null","null","null","null","null","null","24.222","null","null","null","null","null","null","0.5","0.5","0","0","0","0","0","14","1","6","14","null","null","1","0","null","null","null","null","null","null","null","null","null","null","null","null","null","0","0","0","null","0","null","0","null","0","0","null","2","4","0","null","0","0","0","0","0","0","0","0","null","null","null","null","null","null"
"Cyber Security Engineering Unit","2025-06-30","1","null","null","0","null","null","57","1","57","-1","Infinity","24.111","null","null","null","null","null","326","0.6","0.5","0","0","0.5","0.25","50","14","1","6","14","null","null","2","0","null","null","null","null","null","null","null","null","null","null","0","null","null","0","0","0","0","0","100","28","null","0","28","null","2","4","57","0","57","52.63","47.37","57","17.54","0","1","0","null","null","null","0","0","100"
"Cyber Security Engineering Unit","2025-07-07","1","null","null","0","null","null","42","null","42","null","null","24.111","null","null","null","null","null","null","0.667","0.667","0","0","0","0","0","14","null","6","14","null","null","2","0","null","null","null","null","null","null","null","null","null","null","null","null","null","0","0","0","null","0","null","0","null","0","0","null","2","4","42","0","42","59.52","40.48","0","0","0","0","0","null","null","null","0","null","null"
"Cyber Security Engineering Unit","2025-07-14","1","null","null","0","null","null","61","null","42.5","null","null","24.111","null","null","null","null","null","null","1.8","1.8","0","0","1.667","1","250","14","null","8","14","null","null","9","0","null","null","null","null","null","null","null","null","null","null","27.273","null","null","2","2","0","27.273","2","63.636","4.667","null","0","4.667","null","2","7","122","0","40.67","75.41","24.59","0","0","0","0","0","null","null","null","0","27.273","63.636"
"Cyber Security Engineering Unit","2025-07-21","1","null","null","null","null","null","null","null","null","null","null","23.333","null","null","null","null","null","null","null","null","null","null","null","null","null","13","null","7","13","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","2","6","null","null","null","null","null","0","0","0","0","null","null","null","null","null","null","null"
"Cyber Security Engineering Unit","2025-07-28","1","null","null","0","null","null","73","null","36.5","9","0","23.952","9","null","null","null","null","null","2.4","2.4","0","0","0.75","0.6","75","14","null","10","14","null","null","12","0","null","null","null","null","null","null","null","null","null","null","0","null","0","0","0","0","0","0","60","7.5","null","0","7.5","null","3","8","73","0","36.5","83.56","16.44","0","0","9","0","0","null","null","null","0","0","60"
"Cyber Security Engineering Unit","2025-08-04","1","null","null","0","null","null","65.25","null","35.625","null","null","24.333","null","null","null","null","null","null","1.273","1.273","0","0","0","0","0","14","null","12","14","null","null","14","0","null","null","null","null","null","null","null","null","null","null","null","null","null","0","0","0","null","0","null","0","null","0","0","null","5","11","261","0","43.5","47.13","52.87","0","0","0","0","0","null","null","null","0","null","null"
"Cyber Security Engineering Unit","2025-08-11","1","1","null","0","null","null","1","null","1","null","null","24.333","null","null","null","null","null","null","0.8","0.8","0","0","0","0","0","16","1","13","16","0","0","4","0","null","null","100","null","null","100","100","100","100","null","null","null","null","0","0","0","null","0","null","0","null","0","0","null","5","12","1","0","1","100","0","0","0","0","0","0","null","null","0","0","null","null"
"Cyber Security Engineering Unit","2025-08-18","1","1","null","0","null","null","42","null","42","null","null","24.333","null","null","null","null","null","null","0.857","0.857","0","0","3.333","1.429","425","17","1","15","17","0","0","6","0","null","null","100","null","null","100","100","100","100","null","6.25","null","null","0.667","0.667","0","6.25","0.667","6.25","0.667","null","0","0.667","null","4","12","84","0","42","77.38","22.62","0","0","0","0","0","null","null","0","0","6.25","6.25"
"Cyber Security Engineering Unit","2025-08-25","1","1","null","0","null","null","67.333","null","36.833","null","null","24.333","null","null","null","null","null","null","1.667","1.667","0","0","1.167","1.167","58.333","18","1","16","18","0","0","10","0","null","null","100","null","null","100","100","100","100","null","null","null","null","0","0","0","null","0","null","0","null","0","0","29.4","5","13","202","0","33.67","80.2","19.8","0","0","0","0","0","null","null","0","0","null","null"
"Cyber Security Engineering Unit","2025-09-01","1","1","null","0","null","null","70","null","35","null","null","24.333","null","null","null","null","null","null","1","1","0","0","0.5","0.25","50","18","1","16","18","0","0","4","0","null","null","100","null","null","100","100","100","100","null","null","null","null","0","0","0","null","0","null","0","null","0","0","36.4","5","13","70","7.143","35","50","50","0","0","0","0","0","null","null","0","7.143","null","null"
"Cyber Security Engineering Unit","2025-09-08","1","1","0","0.167","1","1","39","null","23.5","null","null","24.333","null","0","100","null","null","null","1.333","1.333","0","0","0.333","0.167","22.222","17","2","15","17","1","1","16","0","100","100","100","null","null","50","50","0","0","100","3.738","null","null","0.667","0.667","0","3.738","0.667","99.065","17.667","null","0","17.667","31.5","5","12","117","4.274","23.4","73.5","26.5","0","0","0","0","10.695","100","100","1","4.274","3.738","99.065"
"Cyber Security Engineering Unit","2025-09-15","1","1","null","0","null","null","137.5","null","40.375","null","null","24.333","null","null","null","null","null","null","1.429","1.429","0","0","2.2","1.571","137.5","18","2","16","18","0","0","10","0","null","null","100","null","null","100","100","100","100","100","0","null","null","0","0","0","0","0","0","0","null","0","0","31.6","5","13","275","0","55","85.45","14.55","0","0","0","0","0","null","null","0","0","0","0"
"Cyber Security Engineering Unit","2025-09-22","1","1.5","null","0","null","null","220.5","null","64.5","null","null","24.333","null","null","null","null","null","null","1.429","1.429","0","0","1","0.714","62.5","18","3","17","18","0","0","10","0","null","null","100","null","null","0","0","0","0","66","0","null","null","0","0","0","0","0","7.407","0.4","null","0","0.4","41.2","5","15","441","0","88.2","72.56","27.44","0","0","0","0","0","null","null","0","0","0","7.407"
"Cyber Security Engineering Unit","2025-09-29","1","1.25","null","0","null","null","53","null","26.5","null","null","24.333","null","null","null","null","null","null","3.75","3.75","0","0","0","0","0","18","3","17","18","0","0","15","0","null","null","0","null","null","0","0","0","0","80","null","null","null","0","0","0","null","0","null","0","null","0","0","35.5","5","15","53","0","26.5","69.81","30.19","0","0","0","0","0","null","null","0","0","null","null"
"Cyber Security Engineering Unit","2025-10-06","1","1","null","0","null","null","71","null","33.833","null","null","24.333","null","null","null","null","null","null","1.75","1.75","0","0","0.625","0.417","41.667","19","3","18","19","0","0","21","0","null","null","0","null","null","0","0","0","0","null","37.5","33.333","null","0.375","0.25","0.125","37.5","0.375","50","0.5","33.333","0.125","0.375","61","6","16","284","0","35.5","79.23","20.77","0","0","0","0","0","null","null","0","0","40","60"
"Cyber Security Engineering Unit","2025-10-13","1","1","null","0","null","null","29","null","29","null","null","24.333","null","null","null","null","null","null","0.875","0.875","0","0","0","0","0","19","3","18","19","0","0","7","0","null","null","0","null","null","0","0","0","0","null","null","null","null","0","0","0","null","0","null","0","null","0","0","70.333","5","17","58","0","29","56.9","43.1","0","0","0","0","0","null","null","0","0","null","null"
"Cyber Security Engineering Unit","2025-10-20","1","1","0","0","null","1","44","2","24.833","-1","200","24.397","1","-1","Infinity","null","null","233.5","2.222","2","0","0","0.2","0.111","16.667","17","2","16","17","0","1","18","0","0","0","0","0","0","0","0","0","0","null","0","null","null","0","0","0","0","0","100","0.2","null","0","0.2","74.5","4","15","132","0","26.4","81.06","18.94","66","15.15","1","2","0","0","0","0","0","0","100"
"Cyber Security Engineering Unit","2025-10-27","1","null","null","0","null","null","184.5","3","135.5","3","50","30.776","6","null","null","null","null","464.667","3.154","3.167","0.167","5.263","0.5","0.25","50","18","2","18","18","null","null","38","2","null","null","null","null","null","0","0","0","0","null","0","null","null","0","0","0","0","0","0","0","null","0","0","null","5","16","738","0","123","60.98","39.02","246","4.07","6","3","0","0","0","null","0","0","0"
"Cyber Security Engineering Unit","2025-11-03","1","null","null","0","null","null","45","null","23.889","null","null","31.143","null","null","null","null","null","null","1.571","1.571","0","0","0.167","0.143","16.667","19","2","18","19","null","null","11","0","null","null","null","null","null","0","0","0","0","null","0","null","null","0","0","0","0","0","0","0","null","0","0","null","6","16","135","7.407","27","74.81","25.19","0","0","0","0","0","0","0","null","7.407","0","0"
"Cyber Security Engineering Unit","2025-11-10","1","2","null","0.2","2","null","29.6","120","25.3","-120","Infinity","20.51","null","2","0","null","null","443.883","16.333","3","0.111","3.704","0.9","1","66.667","17","3","17","17","2","0","27","1","null","null","0","null","null","0","0","0","0","null","3.319","null","7.432","4.6","1.3","0","1.38","1.3","53.715","50.6","null","0","50.6","2","8","16","148","10.135","24.67","97.97","2.03","1.23","810.81","0","120","14.134","0","0","2","10.135","1.38","53.715"
"Cyber Security Engineering Unit","2025-11-17","1","3","null","0.083","1","null","384.667","6","114","-1","150","12.714","4","1","0","null","null","485.667","4.455","4.3","0","0","0.083","0.1","11.111","17","3","17","17","1","0","43","0","null","null","0","null","null","0","0","0","0","null","0","null","0","0","0","0","0","0","0","0","null","0","0","5.733","8","16","1154","0.433","115.4","57.02","42.98","192.33","5.2","4","6","1.536","0","0","1","0.433","0","0"
"Cyber Security Engineering Unit","2025-11-24","1","2","0","0","null","1","125.5","3.333","45.625","-3.333","Infinity","13.313","null","-1","Infinity","null","null","251.5","2.333","1.636","0","0","0.667","0.545","37.5","20","2","20","20","0","1","18","0","0","0","50","66.667","66.667","50","50","50","50","null","5.263","null","0","0.333","0.333","0","7.143","0.333","40.476","1.889","null","0","1.889","13.143","8","19","502","0","62.75","88.45","11.55","50.2","19.92","0","10","0","0","0","0","0","7.143","40.476"
